"stop_code","stop_name","address","routes","url"
"71","Trạm xe bus Cty Cám Trường Thọ - Đại lộ Thăng Long","","71, 71B, 88","https://xebuyt.net/2519-cty-cam-truong-tho-dai-lo-thang-long"
"HHM 009","Trạm xe buýt [HHM 009] Trang trại Bò Sửa, Huyện Hóc Môn","Đối diện 44/1 Dương Công Khi, Huyện Hóc Môn, Tp.Hồ Chí Minh","28","https://xebuyt.net/2519-trang-trai-bo-sua"
"260","Trạm xe bus Công ty TNHH Hoàng Giang - QL 23B","","58, 63","https://xebuyt.net/252-cong-ty-tnhh-hoang-giang-ql-23b"
"QPN 049","Trạm xe buýt [QPN 049] Trung tâm văn hóa Quận Phú Nhuận, Quận Phú Nhuận","68 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 07, 109, 152","https://xebuyt.net/252-trung-tam-van-hoa-quan-phu-nhuan"
"QBT 030","Trạm xe buýt [QBT 030] Công ty Bảo Châu, Quận Bình Tân","88 Nguyễn Thị Tú, Quận Bình Tân, Tp.Hồ Chí Minh","28, 48, 60, 149","https://xebuyt.net/2520-cong-ty-bao-chau"
"71","Trạm xe bus Thôn Đồng Kho, xã Đồng Trúc - Đại lộ Thăng Long","","71, 71B, 88","https://xebuyt.net/2520-thon-dong-kho-xa-dong-truc-dai-lo-thang-long"
"QBT 023","Trạm xe buýt [QBT 023] Ngân hàng Á Châu, Quận Bình Tân","787-745 Lê Trọng Tấn, Quận Bình Tân, Tp.Hồ Chí Minh","28, 48, 61, 149","https://xebuyt.net/2521-ngan-hang-a-chau"
"71","Trạm xe bus Thôn Liệp Mai, xã Ngọc Liệp - Đại lộ Thăng Long","","71, 71B, 88","https://xebuyt.net/2521-thon-liep-mai-xa-ngoc-liep-dai-lo-thang-long"
"HBC 083","Trạm xe buýt [HBC 083] Nhà tưởng niệm Vĩnh Lộc, Huyện Bình Chánh","F7/16 Quách Điêu, Huyện Bình Chánh, Tp.Hồ Chí Minh","28","https://xebuyt.net/2522-nha-tuong-niem-vinh-loc"
"71","Trạm xe bus Thôn Đồng Bụt, xã Ngọc Liệp - Đại lộ Thăng Long","","71, 71B, 88","https://xebuyt.net/2522-thon-dong-but-xa-ngoc-liep-dai-lo-thang-long"
"HBC 084","Trạm xe buýt [HBC 084] Cà phê Em và Tôi, Huyện Bình Chánh","F12/2 Quách Điêu, Huyện Bình Chánh, Tp.Hồ Chí Minh","28","https://xebuyt.net/2523-ca-phe-em-va-toi"
"71","Trạm xe bus Khu đô thị Ngôi nhà mới - Đại lộ Thăng Long","","71, 71B, 88, 89","https://xebuyt.net/2523-khu-do-thi-ngoi-nha-moi-dai-lo-thang-long"
"HBC 085","Trạm xe buýt [HBC 085] Cà phê Em và Tôi, Huyện Bình Chánh","F12/1 Quách Điêu, Huyện Bình Chánh, Tp.Hồ Chí Minh","28","https://xebuyt.net/2524-ca-phe-em-va-toi"
"71","Trạm xe bus Thôn Quảng Yên - Yên Sơn - Quốc Oai - Đại lộ Thăng Long","","71, 71B, 87, 88, 89","https://xebuyt.net/2524-thon-quang-yen-yen-son-quoc-oai-dai-lo-thang-long"
"Q2 028","Trạm xe buýt [Q2 028] Văn Phòng Luật Sư Chân Lý, Quận 2","482 Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","43","https://xebuyt.net/2525-van-phong-luat-su-chan-ly"
"71","Trạm xe bus Xã Vân Côn - Hoài Đức - Đại lộ Thăng Long","","71, 71B, 87, 88, 89","https://xebuyt.net/2525-xa-van-con-hoai-duc-dai-lo-thang-long"
"71","Trạm xe bus Song Phương - Hoài Đức - Đại lộ Thăng Long","","71, 71B, 87, 88, 89","https://xebuyt.net/2526-song-phuong-hoai-duc-dai-lo-thang-long"
"Q2 029","Trạm xe buýt [Q2 029] Trường Việt Úc, Quận 2","558 Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","43","https://xebuyt.net/2526-truong-viet-uc"
"HBC 088","Trạm xe buýt [HBC 088] Bia Liệt sỹ, Huyện Bình Chánh","E12/29G Quách Điêu, Huyện Bình Chánh, Tp.Hồ Chí Minh","28","https://xebuyt.net/2527-bia-liet-sy"
"71","Trạm xe bus Đê Phương Viên - Song Phương - Đại lộ Thăng Long","","71, 71B, 87, 88, 89","https://xebuyt.net/2527-de-phuong-vien-song-phuong-dai-lo-thang-long"
"71","Trạm xe bus KĐT Nam An Khánh - Đại lộ Thăng Long","","71, 71B, 87, 88, 89","https://xebuyt.net/2528-kdt-nam-an-khanh-dai-lo-thang-long"
"Q2 031","Trạm xe buýt [Q2 031] UBND Phường Cát Lái, Quận 2","Đối diện trường mầm non Cát Lái Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","29, 43","https://xebuyt.net/2528-ubnd-phuong-cat-lai"
"71","Trạm xe bus Cầu vượt An Khánh - Đại lộ Thăng Long","","71, 71B, 87, 88, 89","https://xebuyt.net/2529-cau-vuot-an-khanh-dai-lo-thang-long"
"HBC 087","Trạm xe buýt [HBC 087] Công ty Đất Rồng, Huyện Bình Chánh","E1/2C Quách Điêu, Huyện Bình Chánh, Tp.Hồ Chí Minh","28","https://xebuyt.net/2529-cong-ty-dat-rong"
"QPN 050","Trạm xe buýt [QPN 050] Học viện Hàng kHông, Quận Phú Nhuận","104 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 07, 109, 152","https://xebuyt.net/253-hoc-vien-hang-khong"
"261","Trạm xe bus Nghĩa trang Thanh Tước","","58, 63","https://xebuyt.net/253-nghia-trang-thanh-tuoc"
"71","Trạm xe bus Cổng Thiên Đường Bảo Sơn - Đại lộ Thăng Long","","71, 71B, 87, 88, 89","https://xebuyt.net/2530-cong-thien-duong-bao-son-dai-lo-thang-long"
"QTD 015","Trạm xe buýt [QTD 015] Đường Phú Châu, Quận Thủ Đức","Đối diện 21 Phú Châu, Quận Thủ Đức, Tp.Hồ Chí Minh","29","https://xebuyt.net/2530-duong-phu-chau"
"Q2 030","Trạm xe buýt [Q2 030] Chợ Cây Xoài, Quận 2","676 Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","29, 43","https://xebuyt.net/2531-cho-cay-xoai"
"Q2 032","Trạm xe buýt [Q2 032] Khu Dân Cư Phố Đông, Quận 2","918 Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","29, 43","https://xebuyt.net/2532-khu-dan-cu-pho-dong"
"2533","Trạm xe bus Chùa Thầy","","73","https://xebuyt.net/2533-chua-thay"
"Q2 034","Trạm xe buýt [Q2 034] Trường Hải Quân, Quận 2","940 Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","29, 43","https://xebuyt.net/2533-truong-hai-quan"
"HHM 012","Trạm xe buýt [HHM 012] Công ty Trúc Hà, Huyện Hóc Môn","24/5 Dương Công Khi, Huyện Hóc Môn, Tp.Hồ Chí Minh","28","https://xebuyt.net/2534-cong-ty-truc-ha"
"BX94","Trạm xe buýt [BX94] Khu dân cư Bình Lợi, Quận Bình Thạnh","Khu dân cư Bình Lợi Bình Lợi, Quận Bình Thạnh, Tp.Hồ Chí Minh","31","https://xebuyt.net/2535-khu-dan-cu-binh-loi"
"HHM 016","Trạm xe buýt [HHM 016] Công ty Dịch Đạt, Huyện Hóc Môn","40/1 Dương Công Khi, Huyện Hóc Môn, Tp.Hồ Chí Minh","28","https://xebuyt.net/2536-cong-ty-dich-dat"
"QBTH 145","Trạm xe buýt [QBTH 145] Chùa Diệu Pháp, Quận Bình Thạnh","447 Bình Lợi, Quận Bình Thạnh, Tp.Hồ Chí Minh","31","https://xebuyt.net/2537-chua-dieu-phap"
"2537","Trạm xe bus Số 415 - 417 phố Chùa Thông, thị xã Sơn Tây","","79","https://xebuyt.net/2537-so-415-417-pho-chua-thong-thi-xa-son-tay"
"2538","Trạm xe bus 126A Thanh Vi (Đối diện Học viện Binh Phòng) - Đường 414","","79","https://xebuyt.net/2538-126a-thanh-vi-doi-dien-hoc-vien-binh-phong-duong-414"
"Q2 033","Trạm xe buýt [Q2 033] Sân Bòng Mini, Quận 2","934 Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","29, 43","https://xebuyt.net/2538-san-bong-mini"
"2539","Trạm xe bus Học viện Ngân hàng (cơ sở Sơn Tây) - Đường 414","","79","https://xebuyt.net/2539-hoc-vien-ngan-hang-co-so-son-tay-duong-414"
"QBTH 147","Trạm xe buýt [QBTH 147] Trung tâm y tế, Quận Bình Thạnh","119 Bình Lợi, Quận Bình Thạnh, Tp.Hồ Chí Minh","31","https://xebuyt.net/2539-trung-tam-y-te"
"QPN 051","Trạm xe buýt [QPN 051] Bệnh viện Quận Phú Nhuận, Quận Phú Nhuận","142 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 07, 109, 152","https://xebuyt.net/254-benh-vien-quan-phu-nhuan"
"20A","Trạm xe bus Đối diện Đình và Miếu Đồng Cổ (Thôn Nguyên Xá) - Đường 32","","20A, 20B, 29, 32, 70A, 70B, 73","https://xebuyt.net/254-doi-dien-dinh-va-mieu-dong-co-thon-nguyen-xa-duong-32"
"2540","Trạm xe bus Chùa Đô, Xuân Khanh - Đường 414","","79","https://xebuyt.net/2540-chua-do-xuan-khanh-duong-414"
"QTD 017","Trạm xe buýt [QTD 017] Ngã  Ba Tam Hà - Tô Ngọc Vân, Quận Thủ Đức","28 Tam Hà, Quận Thủ Đức, Tp.Hồ Chí Minh","29, 89","https://xebuyt.net/2540-nga-ba-tam-ha-to-ngoc-van"
"2541","Trạm xe bus Trường THCS Thanh Mỹ (gần ngã 3 Vị Thủy) - Đường 414","","79","https://xebuyt.net/2541-truong-thcs-thanh-my-gan-nga-3-vi-thuy-duong-414"
"QBTH 106","Trạm xe buýt [QBTH 106] Trường Trung cấp xây dựng Tp. HCM, Quận Bình Thạnh","327 Nơ Trang Long, Quận Bình Thạnh, Tp.Hồ Chí Minh","31, 40, 64","https://xebuyt.net/2541-truong-trung-cap-xay-dung-tp-hcm"
"Q2ĐB 001","Trạm xe buýt [Q2ĐB 001] Phà Cát Lái, Quận 2","1349 Nguyễn Thị Định, Quận 2, Tp.Hồ Chí Minh","29, 43","https://xebuyt.net/2542-pha-cat-lai"
"2542","Trạm xe bus Xưởng 965 khu A - Đường 414","","79","https://xebuyt.net/2542-xuong-965-khu-a-duong-414"
"2543","Trạm xe bus Bưu điện Xuân Khanh - Đường 414","","79","https://xebuyt.net/2543-buu-dien-xuan-khanh-duong-414"
"QBTH 107","Trạm xe buýt [QBTH 107] Nhà văn hóa Lao Động, Quận Bình Thạnh","217 Nơ Trang Long, Quận Bình Thạnh, Tp.Hồ Chí Minh","31, 40, 64","https://xebuyt.net/2543-nha-van-hoa-lao-dong"
"QBTH 144","Trạm xe buýt [QBTH 144] Chùa phước Thành, Quận Bình Thạnh","443 Bình Lợi, Quận Bình Thạnh, Tp.Hồ Chí Minh","31","https://xebuyt.net/2544-chua-phuoc-thanh"
"2544","Trạm xe bus Phòng khám đa khoa quân dân y Hà Nội - Đường 414","","79","https://xebuyt.net/2544-phong-kham-da-khoa-quan-dan-y-ha-noi-duong-414"
"QBTH 108","Trạm xe buýt [QBTH 108] Siêu thị Satra Food, Quận Bình Thạnh","167 Nơ Trang Long, Quận Bình Thạnh, Tp.Hồ Chí Minh","31, 40, 64","https://xebuyt.net/2545-sieu-thi-satra-food"
"2545","Trạm xe bus Trước lối vào Khoang Xanh 50m (cạnh biển vào Thác Đa)","","79","https://xebuyt.net/2545-truoc-loi-vao-khoang-xanh-50m-canh-bien-vao-thac-da"
"QBTH 146","Trạm xe buýt [QBTH 146] Trung tâm bảo trợ xã hội, Quận Bình Thạnh","465 Bình Lợi, Quận Bình Thạnh, Tp.Hồ Chí Minh","31","https://xebuyt.net/2546-trung-tam-bao-tro-xa-hoi"
"2546","Trạm xe bus Trước lối vào đền chùa Bà Đá Đen - Đường 414","","79","https://xebuyt.net/2546-truoc-loi-vao-den-chua-ba-da-den-duong-414"
"BX 17","Trạm xe buýt [BX 17] Khu dân cư Tân Quy Đông, Quận 7","ĐẦU BẾN KDC TÂN QUY Nguyễn Thị Thập, Quận 7, Tp.Hồ Chí Minh","31, 38","https://xebuyt.net/2547-khu-dan-cu-tan-quy-dong"
"QBTH 148","Trạm xe buýt [QBTH 148] Cầu Bình Lợi, Quận Bình Thạnh","255 Nơ Trang Long, Quận Bình Thạnh, Tp.Hồ Chí Minh","31","https://xebuyt.net/2548-cau-binh-loi"
"2549","Trạm xe bus Đá Chông đi Chẹ (70m về phía Sơn Tây)","","79","https://xebuyt.net/2549-da-chong-di-che-70m-ve-phia-son-tay"
"QTP 105","Trạm xe buýt [QTP 105] Lê Sát, Quận Tân Phú","377 Tân Hương, Quận Tân Phú, Tp.Hồ Chí Minh","30","https://xebuyt.net/2549-le-sat"
"20A","Trạm xe bus 150-152 Tổ 3 Đường 32 (Đối diện Công ty Vật Liệu & Bưu điện )","","20A, 20B, 29, 32, 70A, 70B, 73","https://xebuyt.net/255-150-152-to-3-duong-32-doi-dien-cong-ty-vat-lieu-buu-dien"
"QPN 052","Trạm xe buýt [QPN 052 ] Cây xăng Quân khu 7, Quận Phú Nhuận","180 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 07, 109, 152","https://xebuyt.net/255-cay-xang-quan-khu-7"
"QBTH 105","Trạm xe buýt [QBTH 105] UBND Phường 13, Quận Bình Thạnh","363 Nơ Trang Long, Quận Bình Thạnh, Tp.Hồ Chí Minh","31, 40, 64","https://xebuyt.net/2550-ubnd-phuong-13"
"QTP 107","Trạm xe buýt [QTP 107] Nhà Thờ Tân Hương, Quận Tân Phú","141 Tân Hương, Quận Tân Phú, Tp.Hồ Chí Minh","30, 41","https://xebuyt.net/2551-nha-tho-tan-huong"
"79","Trạm xe bus Số 124 - 126 phố Chùa Thông, thị xã Sơn Tây","","79","https://xebuyt.net/2551-so-124-126-pho-chua-thong-thi-xa-son-tay"
"QBTH 109","Trạm xe buýt [QBTH 109] Ngã Năm Bình Hòa, Quận Bình Thạnh","131 Nơ Trang Long, Quận Bình Thạnh, Tp.Hồ Chí Minh","31, 40, 64","https://xebuyt.net/2552-nga-nam-binh-hoa"
"79","Trạm xe bus Số 364 - Phố Chùa Thông, thị xã Sơn Tây","","79","https://xebuyt.net/2552-so-364-pho-chua-thong-thi-xa-son-tay"
"QTP 106","Trạm xe buýt [QTP 106] Trạm Chợ Tân Hương, Quận Tân Phú","217-219 Tân Hương, Quận Tân Phú, Tp.Hồ Chí Minh","30, 32, 69","https://xebuyt.net/2553-tram-cho-tan-huong"
"79","Trạm xe bus Tường rào viện 105 - Phố Chùa Thông, thị xã Sơn Tây","","79","https://xebuyt.net/2553-tuong-rao-vien-105-pho-chua-thong-thi-xa-son-tay"
"QTP 109","Trạm xe buýt [QTP 109] Nhà thờ Martino, Quận Tân Phú","15 Tân Hương, Quận Tân Phú, Tp.Hồ Chí Minh","30, 41","https://xebuyt.net/2554-nha-tho-martino"
"79","Trạm xe bus Trạm bảo dưỡng sửa chữa tổng hợp, HV Biên Phòng - Đường 414","","79","https://xebuyt.net/2554-tram-bao-duong-sua-chua-tong-hop-hv-bien-phong-duong-414"
"79","Trạm xe bus Đối diện Học viện Ngân hàng (cơ sở Sơn Tây) - Đường 414","","79","https://xebuyt.net/2555-doi-dien-hoc-vien-ngan-hang-co-so-son-tay-duong-414"
"QTP 128","Trạm xe buýt [QTP 128] Trạm Trường Lê Văn Tám, Quận Tân Phú","115 Độc Lập, Quận Tân Phú, Tp.Hồ Chí Minh","30","https://xebuyt.net/2555-tram-truong-le-van-tam"
"QTP 108","Trạm xe buýt [QTP 108] Café Suối Reo, Quận Tân Phú","43 Tân Hương, Quận Tân Phú, Tp.Hồ Chí Minh","30, 41","https://xebuyt.net/2556-cafe-suoi-reo"
"79","Trạm xe bus Đối diện Trường THCS Thanh Mỹ (qua ngã 3 Vị Thủy) - Đường 414","","79","https://xebuyt.net/2556-doi-dien-truong-thcs-thanh-my-qua-nga-3-vi-thuy-duong-414"
"QTB 138","Trạm xe buýt [QTB 138] Cư xá Tân Sơn Nhì, Quận Tân Bình","Đối diện 145 Ba Vân, Quận Tân Bình, Tp.Hồ Chí Minh","30, 51","https://xebuyt.net/2557-cu-xa-tan-son-nhi"
"79","Trạm xe bus Đối diện Xưởng 965 khu A - Đường 414","","79","https://xebuyt.net/2557-doi-dien-xuong-965-khu-a-duong-414"
"79","Trạm xe bus Đối diện phòng khám đa khoa quân dân y Hà nội","","79","https://xebuyt.net/2558-doi-dien-phong-kham-da-khoa-quan-dan-y-ha-noi"
"QTPT141","Trạm xe buýt [QTPT141] Trạm UBND Phường Tân Thành, Quận Tân Phú","67-69 Độc Lập, Quận Tân Phú, Tp.Hồ Chí Minh","30","https://xebuyt.net/2558-tram-ubnd-phuong-tan-thanh"
"79","Trạm xe bus Đối diện trước lối vào Khoang Xanh 50m (cạnh biển vào Thác Đa)","","79","https://xebuyt.net/2559-doi-dien-truoc-loi-vao-khoang-xanh-50m-canh-bien-vao-thac-da"
"QTB 082","Trạm xe buýt [QTB 082] Ngã ba Hồng Đào, Quận Tân Bình","351 Trường Chinh, Quận Tân Bình, Tp.Hồ Chí Minh","30, 51, 65, 66","https://xebuyt.net/2559-nga-ba-hong-dao"
"QTB 099","Trạm xe buýt [QTB 099] Cổng trước SVĐ Quân Khu 7, Quận Tân Bình","A2 (Sân vận động Quân khu 7) Phan Đình Giót, Quận Tân Bình, Tp.Hồ Chí Minh","04, 07, 08, 50, 51, 59, 64, 103, 104, 109, 119, 148, 152","https://xebuyt.net/256-cong-truoc-svd-quan-khu-7"
"20A","Trạm xe bus Đối diện trung đoàn thông tin 21(Cầu Diễn)  - Đường 32","","20A, 20B, 29, 32, 70A, 70B, 73","https://xebuyt.net/256-doi-dien-trung-doan-thong-tin-21-cau-dien--duong-32"
"QTB 143","Trạm xe buýt [QTB 143] Chùa Thiền Quang, Quận Tân Bình","19 Trương Công Định, Quận Tân Bình, Tp.Hồ Chí Minh","30, 51","https://xebuyt.net/2560-chua-thien-quang"
"79","Trạm xe bus Đối diện trước lối vào đền chùa Bà - Đá Đen 50m","","79","https://xebuyt.net/2560-doi-dien-truoc-loi-vao-den-chua-ba-da-den-50m"
"2561","Trạm xe bus 105 - 111 Lạc Long Quân (Gần đối diện ngã 3 Thụy Khuê)","","13, 25, 33, 55A, 55B, 90","https://xebuyt.net/2561-105-111-lac-long-quan-gan-doi-dien-nga-3-thuy-khue"
"Q10 085","Trạm xe buýt [Q10 085] Tô Hiến Thành, Quận 10","513 Cách Mạng Tháng Tám, Quận 10, Tp.Hồ Chí Minh","30, 65","https://xebuyt.net/2561-to-hien-thanh"
"13","Trạm xe bus 50 - 52 Lạc Long Quân","","13, 25, 33, 55A, 55B, 90","https://xebuyt.net/2562-50-52-lac-long-quan"
"Q10 084","Trạm xe buýt [Q10 084] Hội thánh tin lành Hòa Hưng, Quận 10","601 Cách Mạng Tháng Tám, Quận 10, Tp.Hồ Chí Minh","30, 65","https://xebuyt.net/2562-hoi-thanh-tin-lanh-hoa-hung"
"Q3 015","Trạm xe buýt [Q3 015] Công an Quận 3, Quận 3","243 Cách Mạng Tháng Tám, Quận 3, Tp.Hồ Chí Minh","30, 65, 91","https://xebuyt.net/2563-cong-an-quan-3"
"Q10 087","Trạm xe buýt [Q10 087] Hòa Hưng, Quận 10","385 Cách Mạng Tháng Tám, Quận 10, Tp.Hồ Chí Minh","30, 65","https://xebuyt.net/2564-hoa-hung"
"Q3 080","Trạm xe buýt [Q3 080] Điện Biên Phủ, Quận 3","43 Phạm Ngọc Thạch, Quận 3, Tp.Hồ Chí Minh","30, 36","https://xebuyt.net/2565-dien-bien-phu"
"Q3 081","Trạm xe buýt [Q3 081] Đại học Kinh tế, Quận 3","17 Phạm Ngọc Thạch, Quận 3, Tp.Hồ Chí Minh","30, 36","https://xebuyt.net/2566-dai-hoc-kinh-te"
"Q3 117","Trạm xe buýt [Q3 117] Nhà Văn Hóa Thanh Niên, Quận 3","3-5 Phạm Ngọc Thạch, Quận 3, Tp.Hồ Chí Minh","30","https://xebuyt.net/2567-nha-van-hoa-thanh-nien"
"Q1 005","Trạm xe buýt [Q1 005] Nhà Thờ Đức Bà, Quận 1","1 Công xã Paris, Quận 1, Tp.Hồ Chí Minh","30, 36, 120","https://xebuyt.net/2568-nha-tho-duc-ba"
"Q1 110","Trạm xe buýt [Q1 110] TTTM Vincom, Quận 1","47 Lý Tự Trọng, Quận 1, Tp.Hồ Chí Minh","30, 42, 44","https://xebuyt.net/2569-tttm-vincom"
"QTB 108","Trạm xe buýt [QTB 108] Công viên Hoàng Văn Thụ, Quận Tân Bình","Công viên Hoàng Văn Thụ Phan Thúc Duyện, Quận Tân Bình, Tp.Hồ Chí Minh","04, 08, 51, 64, 104","https://xebuyt.net/257-cong-vien-hoang-van-thu"
"265","Trạm xe bus Trung tâm kiểm định xe máy quân sự (Cầu Diễn) - Đường 32","","20A, 20B, 29, 32, 70A, 70B, 73","https://xebuyt.net/257-trung-tam-kiem-dinh-xe-may-quan-su-cau-dien-duong-32"
"Q1 111","Trạm xe buýt [Q1 111] Bệnh viện Nhi Đồng 2, Quận 1","23 Lý Tự Trọng, Quận 1, Tp.Hồ Chí Minh","30, 44","https://xebuyt.net/2570-benh-vien-nhi-dong-2"
"55A","Trạm xe bus Công viên Thủ Lệ - Đường Bưởi tránh mới (gần ngõ 32 đường Bưởi)","","55A","https://xebuyt.net/2570-cong-vien-thu-le-duong-buoi-tranh-moi-gan-ngo-32-duong-buoi"
"25","Trạm xe bus Gần ngõ 378 đường Bưởi tránh (bên giao Đội Cấn)","","25, 55A, 55B","https://xebuyt.net/2571-gan-ngo-378-duong-buoi-tranh-ben-giao-doi-can"
"Q1 112","Trạm xe buýt [Q1 112] Tòa án nhân dân Q1, Quận 1","3B Lý Tự Trọng, Quận 1, Tp.Hồ Chí Minh","30, 44","https://xebuyt.net/2571-toa-an-nhan-dan-q1"
"25","Trạm xe bus Số 66 - 68 đường Bưởi (gần vòng xuyến Hoàng Quốc Việt - Lạc Long Quân)","","25, 55A, 55B","https://xebuyt.net/2572-so-66-68-duong-buoi-gan-vong-xuyen-hoang-quoc-viet-lac-long-quan"
"Q1 033","Trạm xe buýt [Q1 033] Mầm non Hoa Lư, Quận 1","2A Nguyễn Hữu Cảnh, Quận 1, Tp.Hồ Chí Minh","30, 44, 56, 88","https://xebuyt.net/2573-mam-non-hoa-lu"
"QBTH 078","Trạm xe buýt [QBTH 078] Chung cư Manor, Quận Bình Thạnh","176E Nguyễn Hữu Cảnh, Quận Bình Thạnh, Tp.Hồ Chí Minh","30, 56","https://xebuyt.net/2574-chung-cu-manor"
"QTP 199","Trạm xe buýt [QTP 199] Cầu Tân Hóa, Quận Tân Phú","12 Lũy Bán Bích, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2575-cau-tan-hoa"
"QTP 201","Trạm xe buýt [QTP 201] Công Ty bao bì nhựa Tân Tiến, Quận Tân Phú","98 Lũy Bán Bích, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2576-cong-ty-bao-bi-nhua-tan-tien"
"QTP 134","Trạm xe buýt [QTP 134] Đầu Tô Hiệu, Quận Tân Phú","190 Tô Hiệu, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2577-dau-to-hieu"
"QTP 131","Trạm xe buýt [QTP 131] Nguyễn Lý, Quận Tân Phú","44B Nguyễn Lý, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2578-nguyen-ly"
"QBTH 077","Trạm xe buýt [QBTH 077] Hồ Bơi Hải Quân, Quận Bình Thạnh","18 Nguyễn Hữu Cảnh, Quận Bình Thạnh, Tp.Hồ Chí Minh","30, 44, 56, 88","https://xebuyt.net/2579-ho-boi-hai-quan"
"2579","Trạm xe bus Qua cầu vượt ngã 4 Nam Hồng 200m - QL23","","35B","https://xebuyt.net/2579-qua-cau-vuot-nga-4-nam-hong-200m-ql23"
"266","Trạm xe bus Cạnh Trung đoàn thông tin 21(Cửa hàng Dầu bóng Pupe Cầu Diễn) - Đường 32","","20A, 20B, 29, 32, 70A, 70B, 73","https://xebuyt.net/258-canh-trung-doan-thong-tin-21-cua-hang-dau-bong-pupe-cau-dien-duong-32"
"QTB 107","Trạm xe buýt [QTB 107] Lăng Cha Cả, Quận Tân Bình","20 Trần Quốc Hoàn, Quận Tân Bình, Tp.Hồ Chí Minh","04, 08, 50, 51, 59, 64, 103, 104, 109, 119, 148, 152","https://xebuyt.net/258-lang-cha-ca"
"QTP 200","Trạm xe buýt [QTP 200] Công ty Dệt May Sài Gòn, Quận Tân Phú","40 Lũy Bán Bích, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2580-cong-ty-det-may-sai-gon"
"2580","Trạm xe bus Đối diện công ty sơn Alex - QL23","","35B","https://xebuyt.net/2580-doi-dien-cong-ty-son-alex-ql23"
"2581","Trạm xe bus Chi cục Thuế Huyện Mê Linh - QL23","","35B","https://xebuyt.net/2581-chi-cuc-thue-huyen-me-linh-ql23"
"QBTH 079","Trạm xe buýt [QBTH 079] Tân Cảng, Quận Bình Thạnh","220 Nguyễn Hữu Cảnh, Quận Bình Thạnh, Tp.Hồ Chí Minh","30, 56","https://xebuyt.net/2581-tan-cang"
"QTPT194","Trạm xe buýt [QTPT194] Lê Cao Lăng, Quận Tân Phú","42 Lê Khôi, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2582-le-cao-lang"
"2582","Trạm xe bus Thanh Lâm (Mê Linh)","","35B","https://xebuyt.net/2582-thanh-lam-me-linh"
"QTP 202","Trạm xe buýt [QTP 202] Cây Keo, Quận Tân Phú","214 Lũy Bán Bích, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2583-cay-keo"
"35B","Trạm xe bus Xí nghiệp đo đạc và bản đồ - QL23","","35B","https://xebuyt.net/2583-xi-nghiep-do-dac-va-ban-do-ql23"
"35B","Trạm xe bus Nghĩa trang Thanh Tước - QL23","","35B","https://xebuyt.net/2584-nghia-trang-thanh-tuoc-ql23"
"QTP 113","Trạm xe buýt [QTP 113] Trạm Chợ Tân Hương, Quận Tân Phú","248 Tân Hương, Quận Tân Phú, Tp.Hồ Chí Minh","30, 32, 69","https://xebuyt.net/2584-tram-cho-tan-huong"
"QTP 135","Trạm xe buýt [QTP 135] Cuối Tô Hiệu, Quận Tân Phú","260-262 Tô Hiệu, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2585-cuoi-to-hieu"
"35B","Trạm xe bus Đối diện ngân hàng Viettinbank - QL23","","35B","https://xebuyt.net/2585-doi-dien-ngan-hang-viettinbank-ql23"
"QTP 100","Trạm xe buýt [QTP 100] Trạm café Minh Thùy, Quận Tân Phú","219 Tân Quý, Quận Tân Phú, Tp.Hồ Chí Minh","32, 69","https://xebuyt.net/2586-tram-cafe-minh-thuy"
"QTP 171","Trạm xe buýt [QTP 171] Trần Thủ Độ, Quận Tân Phú","14-16 Lê Khôi, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2587-tran-thu-do"
"QTP 102","Trạm xe buýt [QTP 102] Trạm UBND Phường Tân Quý, Quận Tân Phú","113 Tân Quý, Quận Tân Phú, Tp.Hồ Chí Minh","32","https://xebuyt.net/2588-tram-ubnd-phuong-tan-quy"
"QTPT186","Trạm xe buýt [QTPT186] Trường GTVT, Quận Tân Phú","64 Văn Cao, Quận Tân Phú, Tp.Hồ Chí Minh","32, 41","https://xebuyt.net/2589-truong-gtvt"
